City,StateProvinceName,CountryRegionName,PostalCode,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AgeInYears,BikeBuyer,AvgMonthSpend
W. York,England,United Kingdom,BD1 4SJ,Graduate Degree,Skilled Manual,F,M,1,1,1,2,55768,53,1,49.91
Royal Oak,British Columbia,Canada,V8X,Partial College,Clerical,F,M,1,2,1,2,80690,38,1,53.74
Glendale,California,United States,91203,High School,Manual,F,M,0,0,0,0,30247,23,1,46.58
San Diego,California,United States,92102,Partial College,Clerical,M,M,1,2,0,2,83705,39,1,54.01
Coffs Harbour,New South Wales,Australia,2450,Bachelors,Management,F,S,0,2,0,0,106597,26,0,50.76
Colma,California,United States,94014,Graduate Degree,Skilled Manual,F,M,0,0,1,2,60958,25,1,48.95
Renton,Washington,United States,98055,Bachelors,Management,M,S,1,2,0,0,111130,31,1,63.85
Concord,California,United States,94519,Bachelors,Skilled Manual,M,M,1,0,0,1,53604,31,1,48.03
Bellingham,Washington,United States,98225,High School,Skilled Manual,F,M,0,1,0,0,57269,22,0,48.55
Issaquah,Washington,United States,98027,Bachelors,Skilled Manual,M,S,0,2,0,0,61287,32,1,51.94
Vancouver,British Columbia,Canada,V7L 4J4,High School,Clerical,F,S,0,1,0,0,77098,20,0,49.88
Spokane,Washington,United States,99202,High School,Skilled Manual,M,M,0,2,0,0,52607,23,1,47.88
Burien,Washington,United States,98168,Bachelors,Professional,M,M,1,2,0,2,130743,43,1,56.86
Grossmont,California,United States,91941,High School,Skilled Manual,M,M,1,0,1,2,59358,36,1,50.77
Walla Walla,Washington,United States,99362,High School,Skilled Manual,M,M,1,0,1,1,54025,43,1,58.93
Victoria,British Columbia,Canada,V8V,Partial College,Clerical,F,M,1,2,1,2,79556,47,1,52.52
Rhodes,New South Wales,Australia,2138,Bachelors,Professional,F,M,1,1,0,2,128521,57,0,52.14
Salzgitter,Hessen,Germany,38231,Partial College,Skilled Manual,M,M,1,1,1,2,51642,44,1,60.33
Billericay,England,United Kingdom,CM11,Partial College,Skilled Manual,F,S,1,2,0,0,52484,44,1,48.06
Berlin,Hessen,Germany,13441,High School,Manual,M,S,0,0,0,0,30051,34,1,54.72
Langford,British Columbia,Canada,V9,Partial High School,Manual,F,M,1,1,1,1,25495,39,0,46.72
Gold Coast,Queensland,Australia,4217,Bachelors,Professional,M,M,1,2,1,2,136250,54,1,52.89
Vancouver,British Columbia,Canada,V7L 4J4,Bachelors,Skilled Manual,F,S,0,0,0,0,51351,36,1,50.49
Woodland Hills,California,United States,91364,Bachelors,Professional,M,S,1,2,0,0,134516,33,1,54.09
North Sydney,New South Wales,Australia,2055,Partial College,Skilled Manual,M,M,0,2,0,0,58340,23,1,47.92
Edmonds,Washington,United States,98020,Partial College,Clerical,M,M,1,3,1,2,78194,47,1,51.27
Lake Oswego,Oregon,United States,97034,Graduate Degree,Manual,M,M,0,0,1,2,27849,26,0,44.95
Stoke-on-Trent,England,United Kingdom,AS23,Partial High School,Manual,M,S,0,0,0,0,31315,24,0,45.82
Paris,Seine (Paris),France,75010,Graduate Degree,Professional,F,M,1,2,2,2,133103,28,1,55.68
Paris,Seine (Paris),France,75019,High School,Clerical,M,S,0,1,0,0,85953,27,1,53.66
Hof,Bayern,Germany,95010,High School,Clerical,F,S,0,0,0,0,78356,31,1,53.89
Everett,Washington,United States,98201,Graduate Degree,Professional,M,M,1,2,0,0,132022,30,1,59.88
Oxford,England,United Kingdom,OX14 4SE,Bachelors,Management,F,M,1,2,0,0,103281,32,1,52.11
Billericay,England,United Kingdom,CM11,Partial High School,Manual,M,S,0,0,0,0,36326,24,0,47.59
San Diego,California,United States,92102,Bachelors,Clerical,F,S,0,2,0,0,80632,31,1,51.45
Hervey Bay,Queensland,Australia,4655,Bachelors,Skilled Manual,F,M,1,1,0,1,54443,33,0,48.16
Chatou,Yveline,France,78400,Partial College,Skilled Manual,M,M,1,1,1,2,53720,31,1,51.27
Chula Vista,California,United States,91910,Bachelors,Professional,M,M,1,2,2,2,138094,43,1,57.58
Spokane,Washington,United States,99202,Bachelors,Clerical,F,S,0,2,0,0,81168,32,0,53.38
Salem,Oregon,United States,97301,Bachelors,Management,M,M,1,0,0,2,110907,53,1,51.67
Cliffside,British Columbia,Canada,V8Y 1L1,Partial College,Skilled Manual,M,M,1,2,0,2,55051,49,0,48.71
Pantin,Seine Saint Denis,France,93500,High School,Skilled Manual,M,M,1,1,1,2,60460,46,1,50.25
Burien,Washington,United States,98168,Partial College,Management,M,M,1,1,0,2,113065,41,0,56.2
Erlangen,Bayern,Germany,91054,Partial College,Clerical,F,S,0,2,0,0,78659,26,1,51.01
Bottrop,Nordrhein-Westfalen,Germany,46236,High School,Skilled Manual,F,M,1,0,1,2,60825,31,1,49.8
Dunkerque,Nord,France,59140,Partial College,Skilled Manual,M,S,0,0,0,0,51307,38,1,54.85
Everett,Washington,United States,98201,Graduate Degree,Professional,F,S,1,2,1,1,135850,55,1,53.04
Bottrop,Nordrhein-Westfalen,Germany,46236,High School,Skilled Manual,F,S,0,1,0,0,56139,33,0,50.17
Stoke-on-Trent,England,United Kingdom,AS23,Partial College,Management,M,M,1,1,0,2,106292,46,1,54.08
Milwaukie,Oregon,United States,97222,Graduate Degree,Clerical,M,M,1,0,1,2,86492,26,1,53.3
Gold Coast,Queensland,Australia,4217,Bachelors,Clerical,F,S,0,2,0,0,78270,28,1,49.89
Bellingham,Washington,United States,98225,Partial College,Clerical,F,M,1,2,1,2,76306,41,1,51.6
Metz,Moselle,France,57000,Partial High School,Manual,M,S,0,0,0,0,26611,22,0,49.1
San Diego,California,United States,92102,High School,Skilled Manual,F,S,0,1,0,0,53598,18,0,50
Lane Cove,New South Wales,Australia,1597,Partial High School,Skilled Manual,F,M,1,1,1,2,55540,46,1,48.25
Renton,Washington,United States,98055,Graduate Degree,Professional,M,M,1,2,0,0,138508,26,0,52.1
Sedro Woolley,Washington,United States,98284,Graduate Degree,Management,F,M,1,0,0,3,103553,57,1,50.42
Hamburg,Hamburg,Germany,20354,Bachelors,Management,M,S,1,2,0,0,106124,36,1,61.62
Frankfurt,Hessen,Germany,60323,Partial College,Clerical,M,M,0,3,0,0,87137,19,0,50.42
Hamburg,Hessen,Germany,22001,Partial High School,Skilled Manual,M,M,1,0,0,1,53321,30,0,56.64
High Wycombe,England,United Kingdom,HP10 9QY,Bachelors,Management,F,S,0,2,0,0,106613,27,1,51.41
Gold Coast,Queensland,Australia,4217,High School,Skilled Manual,F,S,1,0,0,0,53096,39,1,47.62
Port Orchard,Washington,United States,98366,Partial High School,Skilled Manual,M,S,1,1,0,0,60793,40,1,52.1
Offenbach,Saarland,Germany,63009,Partial High School,Manual,M,S,0,1,0,0,30763,32,0,59.24
Burbank,California,United States,91502,Graduate Degree,Professional,F,M,1,0,0,2,135185,30,0,52.68
Glendale,California,United States,91203,Partial High School,Skilled Manual,M,S,1,1,0,0,57677,40,0,59.09
Lille,Nord,France,59000,Bachelors,Clerical,M,M,1,1,1,2,78065,40,1,59.07
Burlingame,California,United States,94010,Bachelors,Clerical,M,M,1,2,1,2,82159,33,1,55.33
Geelong,Victoria,Australia,3220,Bachelors,Management,M,M,1,3,1,2,104925,32,1,60.88
Darmstadt,Hessen,Germany,64283,Partial College,Skilled Manual,F,S,0,2,0,0,53762,31,1,50.67
Darlinghurst,New South Wales,Australia,2010,Bachelors,Clerical,F,M,0,0,0,0,85651,20,0,50.85
Dresden,Hessen,Germany,1071,Partial College,Clerical,F,M,1,1,1,1,78680,29,1,50.72
Esher-Molesey,England,United Kingdom,EM15,Graduate Degree,Professional,M,M,1,2,0,2,138681,35,1,53.75
London,England,United Kingdom,SW8 4BG,High School,Clerical,M,S,0,0,0,0,86677,32,1,53.75
London,England,United Kingdom,W10 6BL,Partial College,Clerical,F,S,1,0,0,0,84713,37,1,50.43
Woodland Hills,California,United States,91364,Partial College,Management,F,S,1,3,0,0,102387,48,1,51.8
East Brisbane,Queensland,Australia,4169,Partial High School,Manual,M,S,0,0,0,0,26017,26,0,47.35
Duesseldorf,Hessen,Germany,40605,Partial College,Clerical,M,S,0,2,0,0,78140,32,1,56.06
Hamburg,Hamburg,Germany,20354,Partial College,Skilled Manual,F,M,1,2,0,2,57071,42,0,49.02
Vancouver,British Columbia,Canada,V7L 4J4,Graduate Degree,Manual,F,M,1,1,0,1,36338,43,0,47
Rhodes,New South Wales,Australia,2138,Bachelors,Skilled Manual,F,M,1,2,0,1,55936,31,0,48.44
Renton,Washington,United States,98055,Bachelors,Skilled Manual,F,S,0,2,0,0,59776,31,0,49.16
Milwaukie,Oregon,United States,97222,Partial High School,Skilled Manual,F,S,1,1,0,1,53200,51,0,50.59
East Brisbane,Queensland,Australia,4169,Partial College,Manual,M,M,1,0,2,2,33934,34,1,50.69
Duesseldorf,Hessen,Germany,40434,Graduate Degree,Skilled Manual,M,S,0,0,0,0,58601,27,0,49.56
Orleans,Loiret,France,45000,High School,Clerical,F,S,0,3,0,0,78945,30,0,51.41
Villeneuve-d'Ascq,Nord,France,59491,High School,Manual,F,S,0,0,0,0,32044,20,0,48.07
Runcorn,England,United Kingdom,TY31,Partial College,Management,F,S,1,2,1,1,112047,83,1,53.7
Münster,Saarland,Germany,48001,High School,Clerical,M,M,1,0,0,1,79952,24,1,49.27
Hof,Bayern,Germany,95010,Partial College,Manual,M,M,1,1,0,2,35702,41,1,52.27
Stuttgart,Saarland,Germany,70452,Partial College,Skilled Manual,F,M,1,0,1,2,57286,48,1,48.22
Concord,California,United States,94519,Graduate Degree,Skilled Manual,M,M,0,0,0,1,57036,28,1,49.26
Daly City,California,United States,94015,Bachelors,Clerical,F,M,1,2,1,1,82552,48,1,52.33
Coronado,California,United States,92118,Bachelors,Professional,M,M,1,1,1,2,130517,51,1,55.81
London,England,United Kingdom,W1X3SE,Bachelors,Manual,M,S,1,0,0,1,32990,53,1,48.65
Bellingham,Washington,United States,98225,High School,Manual,F,M,0,1,0,0,35976,23,0,46.76
Goulburn,New South Wales,Australia,2580,Graduate Degree,Clerical,F,S,0,0,0,0,80570,30,1,52.34
Santa Monica,California,United States,90401,High School,Skilled Manual,F,M,1,1,0,2,58899,41,1,48.79
Grevenbroich,Bayern,Germany,41485,Partial High School,Skilled Manual,F,S,0,0,0,0,61956,23,0,52.08
Everett,Washington,United States,98201,High School,Manual,M,M,1,1,0,2,27870,40,0,46.65
Goulburn,New South Wales,Australia,2580,Bachelors,Skilled Manual,M,S,0,2,0,0,51704,30,1,52.13
London,England,United Kingdom,SE1 8HL,Partial College,Management,F,S,0,0,0,0,105891,19,0,54.67
Hobart,Tasmania,Australia,7001,Partial College,Clerical,F,M,1,3,0,2,82216,35,1,49.39
Seattle,Washington,United States,98104,Bachelors,Skilled Manual,F,S,0,1,0,0,58372,31,0,48.93
Shawnee,British Columbia,Canada,V8Z 4N5,Partial College,Skilled Manual,F,M,1,1,1,2,56626,60,1,52.89
Grossmont,California,United States,91941,Partial College,Skilled Manual,M,M,1,2,0,1,53367,33,0,55.4
Redwood City,California,United States,94063,Partial High School,Manual,M,S,0,0,0,0,28750,19,0,45.95
N. Vancouver,British Columbia,Canada,V7L 4J4,Graduate Degree,Skilled Manual,F,M,1,2,0,2,59994,53,0,49.44
Berlin,Hessen,Germany,14129,High School,Skilled Manual,M,M,1,2,1,2,54516,51,1,51.71
Bellingham,Washington,United States,98225,Partial High School,Skilled Manual,M,S,0,1,0,0,53750,19,1,51.76
Burien,Washington,United States,98168,Bachelors,Skilled Manual,F,S,0,0,0,0,57716,28,1,52.75
Colma,California,United States,94014,High School,Manual,M,M,0,0,0,0,28383,22,0,46.04
Frankfurt am Main,Saarland,Germany,60075,Partial High School,Manual,M,S,0,0,0,0,36569,23,0,51.24
Bellflower,California,United States,90706,Partial College,Management,M,M,1,3,2,2,109581,41,1,54.34
Novato,California,United States,94947,Partial College,Clerical,F,S,1,0,0,0,76776,48,1,50.13
Woodland Hills,California,United States,91364,Graduate Degree,Professional,F,S,1,2,0,0,137727,38,1,54.32
Novato,California,United States,94947,Partial College,Skilled Manual,F,M,1,2,1,2,55340,40,1,51.74
San Carlos,California,United States,94070,Partial College,Manual,F,S,0,1,0,0,27779,22,0,49.83
Burbank,California,United States,91502,Bachelors,Skilled Manual,M,M,1,0,0,2,56833,47,1,51.51
Verrieres Le Buisson,Essonne,France,91370,High School,Manual,F,S,0,0,0,0,33026,37,1,49.25
Coronado,California,United States,92118,Partial College,Clerical,F,M,1,1,0,1,78520,25,0,50.52
Novato,California,United States,94947,Graduate Degree,Skilled Manual,M,M,1,1,0,3,54573,64,1,47.49
Downey,California,United States,90241,Graduate Degree,Professional,M,M,1,1,1,2,128329,37,1,61.65
Cheltenham,England,United Kingdom,GL50,High School,Skilled Manual,F,M,1,0,1,2,57689,42,1,52.41
Grossmont,California,United States,91941,Partial College,Manual,F,M,0,1,0,0,36575,19,1,46.85
Berlin,Saarland,Germany,12311,Partial High School,Manual,F,S,1,0,0,0,32896,48,0,49.24
Essen,Hamburg,Germany,45001,Bachelors,Clerical,M,M,1,0,0,1,81432,38,1,51.21
Issaquah,Washington,United States,98027,Partial High School,Manual,M,M,1,1,1,2,34554,42,0,52.58
Paris,Seine (Paris),France,75012,High School,Skilled Manual,M,S,1,1,1,1,54375,52,1,50.17
Spring Valley,California,United States,91977,Bachelors,Management,M,M,1,2,2,2,111563,39,1,57.54
West Covina,California,United States,91791,Partial College,Clerical,M,M,1,1,1,2,85889,49,1,52.65
Concord,California,United States,94519,High School,Skilled Manual,F,S,0,0,0,0,62077,35,1,50.78
Newport Beach,California,United States,92625,High School,Clerical,M,M,1,2,1,1,78344,35,1,59.05
Werne,Nordrhein-Westfalen,Germany,59368,Partial College,Skilled Manual,M,M,1,0,1,2,52349,42,1,57.08
Hamburg,Hamburg,Germany,20354,Partial High School,Skilled Manual,F,S,0,1,0,0,61820,25,0,50.47
Burbank,California,United States,91502,Graduate Degree,Professional,M,M,1,3,1,2,128425,38,1,62.7
Les Ulis,Essonne,France,91940,Bachelors,Clerical,F,M,1,2,2,2,84402,35,1,53.02
North Sydney,New South Wales,Australia,2055,Bachelors,Management,M,S,1,1,0,0,108902,32,0,58.43
Bellflower,California,United States,90706,Bachelors,Skilled Manual,M,S,0,2,0,0,62372,29,1,48.62
Torrance,California,United States,90505,Graduate Degree,Professional,M,M,1,3,0,0,133099,26,1,52.28
Port Orchard,Washington,United States,98366,High School,Clerical,F,S,0,0,0,0,85962,21,1,54.34
Lincoln Acres,California,United States,91950,Bachelors,Professional,M,M,1,2,0,2,129522,49,0,55.38
Chula Vista,California,United States,91910,Partial College,Manual,F,M,1,1,1,1,34135,45,1,47.29
Drancy,Seine Saint Denis,France,93700,High School,Skilled Manual,M,M,1,0,0,1,59521,31,0,55.15
Villeneuve-d'Ascq,Nord,France,59491,Graduate Degree,Manual,F,M,1,1,1,2,34487,38,1,48.22
Morangis,Essonne,France,91420,Partial High School,Skilled Manual,M,S,0,1,0,0,54306,16,1,50.16
Glendale,California,United States,91203,Graduate Degree,Clerical,F,S,1,2,0,0,79606,43,0,53.6
Chula Vista,California,United States,91910,Graduate Degree,Clerical,M,S,0,1,0,0,77126,30,1,56.14
Oxford,England,United Kingdom,OX1,Partial College,Skilled Manual,M,S,0,1,0,0,59362,37,1,51.25
London,England,United Kingdom,SW8 4BG,Partial High School,Manual,F,S,0,1,0,0,34019,24,0,47.17
Peterborough,England,United Kingdom,PB12,Graduate Degree,Professional,F,S,1,2,0,0,129567,28,1,56.05
Orleans,Loiret,France,45000,Partial College,Skilled Manual,M,S,0,2,0,0,60667,31,1,54.42
Reading,England,United Kingdom,RG7 5H7,Graduate Degree,Professional,F,M,1,2,0,2,138022,63,0,52.27
North Sydney,New South Wales,Australia,2055,Partial College,Skilled Manual,F,S,0,1,0,0,53629,20,0,50.52
Port Macquarie,New South Wales,Australia,2444,Graduate Degree,Management,M,S,1,0,0,0,107890,37,1,60.61
München,Nordrhein-Westfalen,Germany,80074,Partial College,Clerical,M,S,0,0,0,0,83477,20,0,52.7
Burlingame,California,United States,94010,Partial College,Manual,F,S,0,0,0,0,25978,20,0,47.12
Caloundra,Queensland,Australia,4551,Partial College,Skilled Manual,F,M,1,2,0,2,57948,50,0,48.43
Findon,South Australia,Australia,5023,Bachelors,Manual,M,S,0,0,0,0,27626,20,0,46.56
San Francisco,California,United States,94109,Graduate Degree,Skilled Manual,F,M,1,0,0,1,52502,38,1,48.7
York,England,United Kingdom,Y024 1GF,High School,Manual,F,M,1,0,0,2,32859,47,0,45.89
Burien,Washington,United States,98168,Graduate Degree,Manual,F,M,0,0,0,2,34470,31,1,47.09
Walla Walla,Washington,United States,99362,Partial College,Manual,M,M,1,0,0,2,33994,48,1,45.66
Poing,Saarland,Germany,66041,Partial College,Skilled Manual,F,S,0,2,0,0,56889,26,0,50.49
Oxford,England,United Kingdom,OX14 4SE,Bachelors,Manual,M,S,0,0,0,0,31101,29,1,49.86
W. Linn,Oregon,United States,97068,Partial College,Clerical,F,M,1,2,1,2,79698,38,1,50.87
Everett,Washington,United States,98201,Partial College,Management,F,M,1,2,1,2,110846,35,1,54.4
Bendigo,Victoria,Australia,3550,Partial High School,Skilled Manual,F,S,0,1,0,0,57466,25,0,50.07
Rhodes,New South Wales,Australia,2138,Partial High School,Skilled Manual,F,M,1,1,1,2,57090,45,1,49.65
Newport Beach,California,United States,92625,High School,Clerical,F,S,0,3,0,0,82037,20,0,53.06
Bendigo,Victoria,Australia,3550,Bachelors,Skilled Manual,M,S,0,2,0,0,52717,37,1,53.41
Gloucestershire,England,United Kingdom,GL7 1RY,Partial College,Clerical,F,S,0,3,0,0,79118,18,0,54.45
N. Vancouver,British Columbia,Canada,V7L 4J4,Graduate Degree,Manual,F,M,0,1,2,2,36501,31,1,49.32
Newcastle upon Tyne,England,United Kingdom,NT20,Partial College,Clerical,F,S,0,0,0,0,86737,29,1,54.73
Colma,California,United States,94014,Bachelors,Skilled Manual,M,M,1,0,1,2,58529,38,1,52.36
Bremerton,Washington,United States,98312,Bachelors,Management,F,S,1,3,1,1,107870,55,1,54.49
Lake Oswego,Oregon,United States,97034,Bachelors,Skilled Manual,M,M,0,1,0,1,58953,24,0,49.24
Kirkland,Washington,United States,98033,Partial College,Clerical,M,M,1,2,1,2,77607,48,1,59.43
Sooke,British Columbia,Canada,V0,Partial College,Skilled Manual,M,M,1,2,0,3,59464,61,0,48.8
Victoria,British Columbia,Canada,V8V,High School,Skilled Manual,M,M,0,2,0,0,57786,23,1,48.42
Sydney,New South Wales,Australia,1002,High School,Manual,M,M,0,1,0,1,31877,24,0,45.99
Chatou,Yveline,France,78400,High School,Skilled Manual,F,M,1,0,0,3,53308,83,1,48.79
Oak Bay,British Columbia,Canada,V8P,Graduate Degree,Professional,F,M,1,3,0,0,137943,25,1,53.09
Bellingham,Washington,United States,98225,Partial College,Management,F,S,1,2,0,0,106718,34,0,54.84
Corvallis,Oregon,United States,97330,Partial High School,Skilled Manual,M,S,1,1,0,0,61966,40,1,58.95
Solingen,Nordrhein-Westfalen,Germany,42651,Partial High School,Skilled Manual,F,S,0,0,0,0,59016,29,0,51.56
Redwood City,California,United States,94063,Partial College,Skilled Manual,F,S,0,2,0,0,57754,37,1,48.17
Maidenhead,England,United Kingdom,SL67RJ,Partial College,Clerical,F,S,1,1,0,0,87499,35,0,50.38
Coffs Harbour,New South Wales,Australia,2450,Partial College,Management,F,S,0,3,0,0,109789,18,1,56.08
Concord,California,United States,94519,Bachelors,Management,F,M,1,3,0,0,104035,28,1,50.96
Findon,South Australia,Australia,5023,Partial College,Clerical,M,S,1,2,0,0,78413,36,1,58.54
Spring Valley,California,United States,91977,Bachelors,Clerical,M,M,1,2,0,2,78396,34,0,57.17
Spring Valley,California,United States,91977,Bachelors,Skilled Manual,M,M,1,0,0,2,54441,51,1,48.93
Paris,Seine (Paris),France,75005,Partial College,Manual,M,S,0,0,0,0,28711,41,0,49.9
Lincoln Acres,California,United States,91950,Graduate Degree,Professional,F,S,0,3,0,0,129067,23,1,56.02
Birmingham,England,United Kingdom,B29 6SL,Bachelors,Management,M,M,1,1,1,2,105772,59,1,55.16
Paris,Seine (Paris),France,75008,Partial College,Clerical,M,S,1,1,0,1,83057,55,0,53.46
Saint Germain en Laye,Yveline,France,78100,High School,Skilled Manual,M,M,1,1,1,2,56598,31,1,49.14
München,Hessen,Germany,80074,Bachelors,Manual,F,M,0,1,1,2,33503,30,1,48.4
Croix,Nord,France,59170,Graduate Degree,Professional,M,M,1,2,0,0,135358,34,1,54.12
Port Hammond,British Columbia,Canada,V6B 3P7,Bachelors,Management,F,S,0,2,0,0,110952,28,1,54.93
Seaford,Victoria,Australia,3198,Graduate Degree,Professional,M,S,1,3,0,0,136281,28,0,52.04
Everett,Washington,United States,98201,Graduate Degree,Professional,F,S,1,0,0,1,134033,61,1,55.46
Concord,California,United States,94519,Graduate Degree,Professional,M,M,1,1,1,2,129502,58,1,55.27
Frankfurt,Hessen,Germany,60323,High School,Skilled Manual,M,S,0,0,0,0,58387,23,1,49.15
Sedro Woolley,Washington,United States,98284,Bachelors,Management,F,S,1,3,0,0,102948,33,0,51.16
Sunbury,Victoria,Australia,3429,Bachelors,Professional,M,M,1,2,0,0,131323,29,1,51.91
El Cajon,California,United States,92020,Bachelors,Clerical,F,M,1,2,0,2,77470,60,0,50.18
San Gabriel,California,United States,91776,Graduate Degree,Professional,F,M,1,2,0,0,129777,25,1,52.31
Lemon Grove,California,United States,91945,Partial High School,Manual,F,S,0,1,0,0,33196,42,0,48.73
N. Vancouver,British Columbia,Canada,V7L 4J4,Partial College,Management,F,M,1,2,1,2,110863,40,1,55.6
North Sydney,New South Wales,Australia,2055,Bachelors,Professional,F,M,1,2,1,2,130832,30,1,52.82
Bendigo,Victoria,Australia,3550,Bachelors,Manual,M,M,0,1,1,2,30556,28,1,49.53
Townsville,Queensland,Australia,4810,Bachelors,Management,F,M,1,3,0,0,108692,28,1,51.87
